0,470,117.32,64.27,54.736,91.185,20.488,93.348
1,332,92.25,49.76,25.684,14.951,3.572,49.541
2,254,82.34,48.56,54.736,91.185,33.385,73.821
3,460,143.77,86.22,6.495,94.303,59.022,60.364
4,113,182.22,102.58,57.181,93.059,38.374,3.606
5,275,60.91,36.71,59.022,60.364,57.181,93.059
6,318,59.15,35.96,26.251,9.538,6.195,23.802
7,390,294.64,154.21,89.146,93.087,22.321,72.393
8,180,217.48,135.75,28.688,64.974,82.551,23.027
9,396,144.31,74.19,57.181,93.059,39.88,50.448
10,272,201.89,112.49,54.736,91.185,28.876,14.772
11,336,100.18,54.53,67.723,88.253,38.634,70.306
12,120,190.25,96.07,74.076,54.129,52.259,97.03
13,428,19.91,11.03,53.704,81.673,47.204,73.891
14,168,306.75,158.33,53.979,17.98,47.653,96.939
15,90,143.95,74.22,3.572,49.541,52.259,97.03
16,206,177.52,110.5,0.161,58.173,36.075,13.63
17,149,243.02,146.1,57.181,93.059,2.6,39.201
18,213,45.41,27.2,68.423,22.999,69.681,0.013
19,157,12.87,7.4,11.737,11.615,8.375,6.111
20,33,270.75,152.74,42.448,74.947,90.024,24.887
21,311,109.74,61.3,43.418,88.198,75.245,65.464
22,352,42.26,22.22,63.143,84.354,47.204,73.891
23,205,78.43,46.05,54.736,91.185,47.204,73.891
24,22,224.54,129.79,13.409,25.872,6.495,94.303
25,13,110.21,60.94,68.423,22.999,91.033,76.755
26,121,258.45,160.91,89.146,93.087,67.157,10.29
27,351,150.57,85.16,45.094,77.163,26.251,9.538
28,287,255.99,130.89,68.423,22.999,63.143,84.354
29,42,125.47,62.91,69.406,34.278,40.926,50.037
30,277,341.78,183.2,54.736,91.185,11.737,11.615
31,442,224.1,115.37,59.022,60.364,29.558,7.438
32,241,137.07,73.48,84.441,97.115,30.053,69.28
33,443,89.57,45.37,51.323,78.236,66.826,36.027
34,286,146.48,90.73,6.195,23.802,46.586,78.373
35,54,28.31,16.54,34.849,16.864,44.109,21.148
36,98,57.26,31.5,57.181,93.059,51.323,78.236
37,364,101.81,59.54,13.409,25.872,3.572,49.541
38,25,289.37,172.19,90.024,24.887,15.59,73.33
39,313,104.54,57.54,38.374,3.606,18.203,16.426
40,323,100.38,52.54,33.402,50.255,45.094,77.163
41,448,100.45,50.56,66.826,36.027,36.957,64.716
42,369,81.0,49.83,53.704,81.673,81.764,87.777
43,40,82.12,46.55,2.6,39.201,22.321,72.393
44,114,185.32,107.74,43.418,88.198,89.816,22.324
45,97,128.32,75.26,83.802,1.277,9.829,4.516
46,242,47.11,26.98,31.885,46.924,20.841,42.792
47,65,326.56,187.59,37.728,14.606,67.723,88.253
48,450,63.21,37.95,80.58,52.071,85.646,79.413
49,125,162.44,91.13,20.488,93.348,11.522,25.841
50,491,231.74,116.97,8.227,63.657,57.181,93.059
51,286,57.28,34.64,45.654,24.803,18.203,16.426
52,224,140.07,72.02,83.802,1.277,49.826,59.266
53,383,113.84,61.55,18.203,16.426,8.658,50.9
54,56,215.2,122.49,8.227,63.657,80.58,52.071
55,356,191.54,112.02,85.679,99.074,22.321,72.393
56,166,364.6,195.04,6.495,94.303,89.146,93.087
57,83,56.74,31.74,15.59,73.33,33.402,50.255
58,164,161.62,86.59,46.586,78.373,6.495,94.303
59,450,210.09,123.42,44.109,21.148,0.161,58.173
60,128,201.59,125.1,14.063,70.076,94.534,2.972
61,240,241.15,127.99,25.148,91.008,88.324,66.476
62,119,319.18,165.77,18.203,16.426,75.245,65.464
63,397,222.41,121.8,36.957,64.716,90.024,24.887
64,420,194.56,112.47,36.957,64.716,37.728,14.606
65,318,60.2,35.67,40.926,50.037,44.109,21.148
66,248,86.09,44.45,8.658,50.9,6.495,94.303
67,441,109.05,56.41,42.448,74.947,45.654,24.803
68,380,67.02,34.18,8.375,6.111,11.522,25.841
69,48,90.18,50.59,63.143,84.354,80.58,52.071
70,289,130.65,69.19,54.652,18.274,20.841,42.792
71,34,166.0,90.55,54.652,18.274,88.324,66.476
72,115,118.75,72.52,13.409,25.872,45.654,24.803
73,74,276.28,164.2,18.799,77.296,94.534,2.972
74,165,144.81,84.05,38.374,3.606,94.534,2.972
75,463,17.11,9.14,64.292,16.23,59.457,16.998
76,86,190.34,96.24,1.153,22.705,36.957,64.716
77,434,164.33,90.67,7.598,69.83,47.204,73.891
78,469,107.92,54.74,75.245,65.464,84.441,97.115
79,281,103.54,59.08,66.826,36.027,37.728,14.606
80,149,412.98,208.49,26.251,9.538,74.659,88.933
81,417,191.24,103.42,38.374,3.606,28.688,64.974
82,335,75.33,37.69,34.849,16.864,16.517,8.835
83,5,101.13,51.3,43.418,88.198,20.488,93.348
84,4,170.15,100.23,84.441,97.115,63.948,1.453
85,239,109.25,56.2,53.979,17.98,69.681,0.013
86,56,130.47,71.52,49.826,59.266,94.818,62.881
87,240,82.05,42.7,33.402,50.255,22.321,72.393
88,486,96.61,59.32,11.737,11.615,20.841,42.792
89,132,134.64,71.36,64.292,16.23,59.022,60.364
90,149,250.99,127.18,16.517,8.835,47.204,73.891
91,17,97.29,54.98,18.799,77.296,36.957,64.716
92,357,177.71,89.2,82.255,97.31,49.826,59.266
93,56,224.62,116.63,25.684,14.951,85.646,79.413
94,460,173.87,104.07,25.148,91.008,37.728,14.606
95,116,108.32,65.25,36.075,13.63,36.957,64.716
96,281,298.78,157.93,69.681,0.013,2.6,39.201
97,41,225.51,118.5,41.863,61.403,59.457,16.998
98,344,44.58,26.03,84.441,97.115,85.646,79.413
99,204,92.5,49.36,25.148,91.008,46.586,78.373
100,291,120.62,65.08,63.948,1.453,39.88,50.448
101,304,96.25,49.72,43.418,88.198,59.022,60.364
102,2,41.72,22.46,26.251,9.538,38.374,3.606
103,240,70.95,41.35,59.457,16.998,82.551,23.027
104,69,109.95,65.51,90.024,24.887,81.764,87.777
105,442,173.06,92.22,42.448,74.947,63.948,1.453
106,344,151.37,76.02,33.402,50.255,75.645,65.65
107,438,224.34,132.97,11.522,25.841,81.764,87.777
108,156,48.44,27.44,16.517,8.835,25.684,14.951
109,86,164.25,90.33,49.826,59.266,11.522,25.841
110,234,64.6,32.45,38.374,3.606,53.979,17.98
111,175,233.66,133.34,68.423,22.999,30.018,74.255
112,240,114.22,61.73,2.6,39.201,41.863,61.403
113,254,295.44,172.74,89.146,93.087,8.227,63.657
114,298,394.98,210.53,81.764,87.777,94.534,2.972
115,333,208.71,114.64,74.076,54.129,25.148,91.008
116,22,296.28,175.31,16.517,8.835,89.146,93.087
117,43,349.73,180.61,34.849,16.864,60.146,98.487
118,305,233.19,123.2,95.334,32.608,41.863,61.403
119,86,238.78,121.7,20.488,93.348,38.374,3.606
120,157,34.53,17.64,25.684,14.951,18.203,16.426
121,92,343.29,177.65,44.109,21.148,74.659,88.933
122,52,67.64,40.57,47.204,73.891,31.819,62.753
123,2,151.39,87.69,36.075,13.63,76.798,1.183
124,346,23.31,12.49,83.802,1.277,94.534,2.972
125,494,213.89,110.89,67.723,88.253,33.402,50.255
126,420,257.98,133.06,28.876,14.772,38.634,70.306
127,233,337.74,173.93,18.799,77.296,29.558,7.438
128,383,431.46,250.22,60.146,98.487,9.829,4.516
129,436,369.01,185.99,69.406,34.278,20.488,93.348
130,7,16.25,9.02,26.251,9.538,29.558,7.438
131,158,179.73,90.0,47.653,96.939,6.495,94.303
132,359,172.73,94.82,52.259,97.03,7.598,69.83
133,379,29.45,15.35,22.321,72.393,7.598,69.83
134,457,265.65,160.16,47.653,96.939,30.553,19.928
135,13,263.57,143.29,74.076,54.129,7.598,69.83
136,399,173.48,106.84,34.849,16.864,36.957,64.716
137,467,153.48,88.25,29.558,7.438,30.053,69.28
138,215,159.66,83.72,82.551,23.027,45.654,24.803
139,163,15.55,7.9,20.805,35.172,20.841,42.792
140,2,57.71,30.14,42.448,74.947,39.88,50.448
141,67,238.93,139.24,6.495,94.303,13.16,38.955
142,37,71.63,42.11,26.251,9.538,13.409,25.872
143,71,167.9,99.94,85.679,99.074,89.816,22.324
144,288,207.89,116.0,18.799,77.296,75.245,65.464
145,334,98.94,60.42,66.393,51.816,44.109,21.148
146,264,315.6,178.36,82.551,23.027,2.6,39.201
147,23,56.6,29.63,59.022,60.364,75.245,65.464
148,313,161.58,99.39,30.553,19.928,0.161,58.173
149,496,27.38,13.71,26.251,9.538,34.849,16.864
150,441,103.56,54.2,33.402,50.255,15.59,73.33
151,173,94.55,56.76,14.063,70.076,46.586,78.373
152,223,210.07,115.62,28.876,14.772,83.802,1.277
153,373,63.73,39.56,7.598,69.83,30.018,74.255
154,84,162.03,90.11,39.88,50.448,75.645,65.65
155,35,189.38,106.62,38.374,3.606,59.022,60.364
156,298,29.61,15.12,11.737,11.615,8.375,6.111
157,400,35.56,20.3,95.334,32.608,89.816,22.324
158,160,28.18,15.54,31.819,62.753,38.634,70.306
159,233,17.09,9.57,52.259,97.03,47.653,96.939
160,68,224.2,119.64,2.6,39.201,82.551,23.027
161,210,149.69,76.4,57.181,93.059,31.819,62.753
162,92,371.25,200.89,54.652,18.274,20.488,93.348
163,444,231.27,121.09,40.046,72.773,88.324,66.476
164,406,418.89,230.56,29.558,7.438,60.146,98.487
165,25,303.86,181.98,69.681,0.013,45.094,77.163
166,243,198.02,122.82,94.818,62.881,33.402,50.255
167,96,182.03,108.6,43.418,88.198,94.534,2.972
168,394,34.35,21.25,67.723,88.253,81.764,87.777
169,384,56.09,29.67,63.948,1.453,83.802,1.277
170,248,158.3,82.84,3.572,49.541,64.292,16.23
171,408,324.48,185.64,5.679,40.551,94.818,62.881
172,117,150.18,90.47,7.598,69.83,51.323,78.236
173,165,231.06,125.81,1.153,22.705,38.634,70.306
174,290,65.96,33.92,28.688,64.974,39.88,50.448
175,68,43.57,25.56,45.094,77.163,30.018,74.255
176,69,150.53,83.87,38.634,70.306,0.161,58.173
177,236,72.33,36.8,51.323,78.236,30.018,74.255
178,194,93.63,56.72,30.053,69.28,51.323,78.236
179,245,69.34,34.88,83.802,1.277,69.681,0.013
180,297,331.91,169.05,89.816,22.324,13.16,38.955
181,233,24.14,13.33,14.063,70.076,18.799,77.296
182,140,49.69,26.18,29.558,7.438,9.829,4.516
183,41,46.25,26.57,34.849,16.864,53.979,17.98
184,282,305.95,154.99,8.375,6.111,14.063,70.076
185,187,126.22,70.43,20.805,35.172,30.018,74.255
186,282,228.3,124.84,30.018,74.255,25.684,14.951
187,80,274.92,140.8,54.736,91.185,30.553,19.928
188,181,142.33,74.03,75.245,65.464,25.684,14.951
189,57,286.5,168.39,76.798,1.183,15.59,73.33
190,34,293.65,160.84,25.684,14.951,85.679,99.074
191,166,171.18,101.87,45.654,24.803,30.053,69.28
192,450,315.47,189.62,7.598,69.83,95.334,32.608
193,171,131.58,81.19,8.227,63.657,75.245,65.464
194,424,295.15,151.05,84.441,97.115,30.553,19.928
195,318,79.1,44.74,6.195,23.802,16.517,8.835
196,279,82.0,43.62,70.175,17.378,38.374,3.606
197,62,120.61,64.16,38.107,12.494,40.926,50.037
198,194,44.26,27.25,38.107,12.494,18.203,16.426
199,366,73.59,42.81,74.076,54.129,85.646,79.413
